country,size,attack_type,attribution,start_of_attack (soa),dwell_time [days],attack_detected (attdet),t2ad_utc_short,soa:t2ad_delta [sec],t2ad:attdet_delta [sec],root_cause,missing_logs,artifacts,lolbins,other,pre-attack_ioc,rdp,initial_access,impact,data_exfil,exfil_volume [GB],date_of_exfil_short,soa-exfil-delta [sec],exfil-attdet-delta [sec],exfil-posted_delta
United States of America EST (UTC-5),1001-3000,network breach,,2024-12,0,2024-12,2024-12,248,10126,unknown,cleared,Chrome Browser|Notepad++|FileZilla,RDP|PowerShell|quser.exe|control.exe|notepad.exe|net.exe|logoff.exe|ntdsutil.exe|cmd.exe|del.exe|reg.exe|wevtutil.exe|wsmprovhost.exe|tasklist.exe|arp.exe|systeminfo.exe|netstat.exe,unprotected systems|MFA unavailable|NTDS dump|delete files|modify registry|logs missing|logs cleared|stop process|Set-ExecutionPolicy unrestricted|start vm,,Yes - Internal only,External Remote Services,Data Manipulation|Service Stop,No evidence,,,,,
United States of America EST (UTC-5),101-250,ransomware,Akira,2024-11,29,2024-12,2024-11,0,2505690,comped creds,cleared,Advanced IP Scanner|Impacket/wmiexec|SoftPerfect Network Scanner|Python,RDP|PowerShell|iexplore.exe|Edge browser|rundll32.exe|taskmgr.exe|cmd.exe|copy.exe|ping.exe|svchost.exe|WmiPrvSE.exe|sc.exe|regedit.exe|SystemSettingsAdminFlows.exe|WMI,MFA unavailable|delete backups|tamper protection not configured|ESXi|clear browser cache|ClearMyTracksByProcess|logs missing|install service|unprotected systems|dump browser creds|SAM dump|EDR killer|brute force attack|kali (hostname),,Yes - Internal only,External Remote Services|Valid Accounts,Data Encrypted for Impact|System Shutdown/Reboot|Inhibit System Recovery,No evidence,,,,,
Germany,1-100,bec,,2024-12,2,2024-12,,,,auth token theft,,,,MFA bypass|MFA redirected,,No,Valid Accounts,Resource Hijacking,No evidence,,,,,
United States of America EST (UTC-5),1-100,data exfiltration,Unknown,2024-10,42,2024-12,2024-11,2995626,,unknown,retention|cleared,SoftPerfect Network Scanner|Grixba|Rclone|mimikatz|GMER|PC Hunter|AnyDesk|WirelessKeyView|Dialupass|Router PassView|IE PassView|Mail PassView|Network Password Recovery|WebBrowserPassView|WKTools|PSFTP|PuTTYgen|Pageant|PuTTy,PsExec|esentutl.exe|ipconfig.exe|route.exe|rundll32.exe|net.exe|svchost.exe|cmd.exe|tasklist.exe|rundll32.exe|comsvcs.dll|RDP|taskkill.exe|reg.exe|del.exe|vssadmin.exe|utilman.exe|PowerShell|wevtutil.exe|notepad.exe|netsh.exe|bcdedit.exe,unprotected systems|logs missing|browse network|disable protection|music folder|install service|SAM dump|lsass dump|Mega (all TLDs)|stop process|modify registry|delete files|malicious scripts|delete Shadow Copy|logs cleared|enable RDP|wdigest enabled|disable LSA protection|modify firewall rules|safe mode protection disabled,,Yes - Internal only,External Remote Services,Service Stop|Data Manipulation|Inhibit System Recovery,Yes,95.7,2024-12,3221754,,
Italy,1-100,network breach,,2024-12,0,2024-12,2024-12,3479,-615,brute force attack,,Impacket/wmiexec|Impacket/secretsdump|Python,nltest.exe|ping.exe|svchost.exe|cmd.exe|query.exe|systeminfo.exe|WMI,password spray|MFA unavailable|eol systems|SAM dump|unprotected systems|store passwords in plaintext,,No,External Remote Services|Valid Accounts,No Impact,No evidence,,,,,
United States of America MST (UTC-7),1-100,network breach,,2024-11,28,2024-12,2024-12,2361938,-542,comped creds,not configured,Chrome Browser|AnyConnect|Impacket/wmiexec|Impacket/secretsdump|Python,RDP|cmd.exe|systeminfo.exe|mspaint.exe|net.exe|nltest.exe|nslookup.exe|notepad.exe|mstsc.exe|PowerShell|svchost.exe|DCSync|esentutl.exe|pushd.exe|WMI,logs missing|MFA unavailable|store passwords in plaintext|malicious scripts|password spray|modify registry|enable RDP|modify firewall rules|disable firewall|disable restricted admin|SAM dump|reset passwords|create accounts|remove protection,,Yes - Internal only,External Remote Services|Valid Accounts,Account Access Removal,No evidence,,,,,
United States of America EST (UTC-5),1-100,network breach,,2024-12,0,2024-12,,,,brute force attack,,,svchost.exe,MFA unavailable|SAM dump|unprotected systems,,No,External Remote Services|Valid Accounts,No Impact,No evidence,,,,,
United States of America CST (UTC-6),1-100,network breach,,2024-12,0,2024-12,2024-12,3968,587,comped creds,,Impacket/secretsdump|Python,svchost.exe|cmd.exe|PowerShell|RDP|taskmgr.exe|notepad.exe,MFA unavailable|SAM dump|modify registry|disable restricted admin,,Yes - Internal only,External Remote Services|Valid Accounts,No Impact,No evidence,,,,,
Germany,1-100,data exfiltration,Unknown,2024-11,29,2024-12,2024-11,1265859,1264168,comped creds,disabled|cleared,Chrome Browser|PDF-XChange|mimikatz|WirelessKeyView|IE PassView|Router PassView|Network Password Recovery|Mail PassView|Dialupass|WebBrowserPassView|SoftPerfect Network Scanner|Veeam mgmt software,RDWeb|RDP|taskmgr.exe|notepad.exe|cmd.exe|PowerShell|rundll32.exe|excel.exe|net.exe|whoami.exe|SystemSettings.exe|wscript.exe|reg.exe|notepad.exe|PsExec|sc.exe|netsh.exe|wevtutil.exe|Task Scheduler|quser.exe|WMI|sqlcmd.exe|Edge browser|mstsc.exe|smss.exe|regedit.exe|ping.exe|ipconfig.exe|vssadmin.exe|wlrmdr.exe,unprotected systems|MFA unavailable|exposed RDP|malicious scripts|wdigest enabled|disable LSA protection|stop services|enable RDP|modify firewall rules|disable UAC|Set-ExecutionPolicy unrestricted|logging disabled|logs missing|delete task|delete registry keys|logs cleared|Veeam pw dump|Mega (all TLDs)|delete Shadow Copy|disable protection|EDR killer|vulnerable signed driver|delete files,,Yes - Both,External Remote Services|Valid Accounts,Service Stop|Data Manipulation|Inhibit System Recovery,Yes,131.42,2024-12,2536350,-6323,
Malaysia,501-1000,ransomware,LockBit|Babuk,2024-11,11,2024-12,2024-12,671480,302277,unknown,re-imaged|cleared,SharpVeeamDecryptor|Tor Browser|AnyDesk|mimikatz|SoftPerfect Network Scanner|MobaXterm|7zip|OpenSSH|ip|hostname|ls|stat|cat|grep|df|mkdir|gunzip,svchost.exe|cmd.exe|wscript.exe|reg.exe|RDP,exposed RDP|MFA unavailable|ESXi|encrypt vmdk/vhdx|unprotected systems|SAM dump|SOCKS proxy|install service|browse network|modify registry|wdigest enabled|enable RDP|disable protection|Veeam pw dump|create archive|SFTP|linux ransomware|reset passwords|logs missing|logs cleared,,Yes - Both,External Remote Services,Data Encrypted for Impact|Account Access Removal,Staging,,,,,
United Kingdom,1001-3000,ransomware,BlackBasta,2024-12,5,2024-12,2024-12,490435,-3450,comped creds,unavailable,TightVNC,RDP|taskmgr.exe|whoami.exe|notepad.exe|net.exe|vssadmin.exe|cmd.exe|rundll32.exe|BITSadmin|WmiPrvSE.exe|PowerShell|WMI,install service|modify local groups|reset passwords|delete Shadow Copy|logs missing|delete files,,Yes - Internal only,External Remote Services|Valid Accounts,Data Encrypted for Impact|Inhibit System Recovery|Data Manipulation|Account Access Removal,Yes,,,,,
Taiwan,1-100,network breach,,2024-12,6,2024-12,2024-12,497480,21508,exploit vulnerability,cleared,HashTools|7zip|Impacket|Python,cmd.exe|ipconfig.exe|sqlservr.exe|whoami.exe|net.exe|ping.exe|WMI|netstat.exe|tasklist.exe|quser.exe|conhost.exe|installutil.exe|svchost.exe|Task Scheduler|RDP|wevtutil.exe|taskkill.exe|expand.exe|mmc.exe|dsa.msc|findstr.exe|type.exe|dnscmd.exe|pushd.exe|rd.exe,vulnerable systems|unprotected systems|start services|create scheduled task|stop process|logs missing|logs cleared|FTP|create archive|disable Agent XPs|open firewall ports|create shadow copy|malicious scripts|SAM dump|system hive collected|security hive collected|delete task|delete files|reverse shell,,Yes - Internal only,Exploit Public-Facing Application,Data Manipulation|Service Stop,No evidence,,,,,
United States of America EST (UTC-5),501-1000,network breach,,2024-12,0,2024-12,2024-12,0,277,brute force attack,limited|disabled|unavailable,SoftPerfect Network Scanner|LaZagne|mimikatz|SophosUninstall.exe|Process Hacker,RDP|taskmgr.exe|cmd.exe|reg.exe|net.exe|taskmgr.exe|PowerShell|sc.exe|sethc.exe|logoff.exe|SystemSettings.exe|regedit.exe,malicious scripts|MFA unavailable|logs missing|modify registry|delete files|create accounts|modify local groups|modify domain groups|enable user|disable protection|stop services|disable LSA protection|remove protection|install service|start services|lsass dump,brute force attack|logging disabled,Yes - Internal only,External Remote Services|Valid Accounts,Service Stop|Data Manipulation,No evidence,,,,,
United States of America MST (UTC-7),1-100,network breach,,2024-12,0,2024-12,,,,exploit vulnerability,not configured,,cmd.exe|net.exe|PowerShell,Veeam vulnerability|CVE-2023-27532|vulnerable VPN|logs missing|vulnerable systems|create accounts|modify file and dir permissions|sql show adv opts|enable xp_cmdshell|modify local groups|malicious scripts|Veeam pw dump,brute force attack,No,Exploit Public-Facing Application,No Impact,No evidence,,,,,
India,101-250,web shell,,2024-12,1,2024-12,,,,exploit vulnerability,unavailable,EfsPotato|AnyDesk|Huorong Internet Security|ls|sh|whoami|pwd|ip|uname|cat|cp|wget|php|curl|du|realpath|systemctl|sudo|mysql|mysqldump|bash|su|timeout,cmd.exe|whoami.exe|echo.exe|net.exe|ipconfig.exe|hostname.exe|ProcDump|appcmd.exe|findstr.exe|icacls.exe|iisreset.exe|w3wp.exe|notepad.exe|arp.exe|netstat.exe|rundll32.exe|lusrmgr.msc|mmc.exe|inetmgr.exe|taskkill.exe,vulnerable systems|exposed internal services|exposed RDP|logs missing|malicious scripts|create accounts|system hive collected|SAM dump|security hive collected|lsass dump|modify local groups|modify file and dir permissions|stop process|enumerate database server|brute force attack|enable clr,,No,Exploit Public-Facing Application,Service Stop,No evidence,,,,,
Singapore,1-100,network breach,,2024-12,0,2024-12,2024-12,357,-16357,comped creds,unavailable,Impacket/wmiexec|RemCom|Python,cmd.exe|net.exe|dnscmd.exe|PowerShell|WMI,MFA unavailable|vulnerable systems|logs missing,,No,External Remote Services|Valid Accounts,No Impact,No evidence,,,,,
United States of America EST (UTC-5),101-250,bec,,2024-11,26,2024-12,,,,phishing,,PerfectData|Edgepilot,,add mailbox rules,,No,Phishing,Financial Theft,No evidence,,,,,
Malaysia,501-1000,ransomware,LockBit,2024-12,2,2024-12,2024-12,0,169789,comped creds,unavailable,AnyDesk|Advanced IP Scanner|Comodo Cleaning Essentials|Chrome Browser|UltraViewer|VNC Password Recovery,RDP|notepad.exe|mstsc.exe|CredentialUIBroker.exe|credwiz.exe|atbroker.exe|rundll32.exe,eol systems|ESXi|unprotected systems|logs missing,,Yes - Internal only,External Remote Services|Valid Accounts,Data Encrypted for Impact,No evidence,,,,,
United States of America CST (UTC-6),251-500,ransomware,Fog,2024-12,0,2024-12,2024-12,35,7786,brute force attack,retention,mimikatz|Chrome Browser|WinRAR|SoftPerfect Network Scanner|Advanced IP Scanner|SophosUninstall.exe,RDP|DCSync|cmd.exe|nltest.exe|ping.exe|PowerShell|mstsc.exe|notepad.exe|taskmgr.exe,MFA unavailable|eol systems|create archive|uninstall application|pass the hash|browse network|unprotected systems|remove protection|easyupload.io|logs missing|kali (hostname),,Yes - Internal only,External Remote Services|Valid Accounts,Data Encrypted for Impact,Yes,,2024-12,2090,5730,
Germany,501-1000,ransomware,Fog,2024-11,23,2024-12,2024-11,238233,1731252,comped creds,,Rclone|OpenSSH|scp|MobaXterm|AnyDesk,RDP|PowerShell|svchost.exe|ping.exe|mstsc.exe|net.exe|cmd.exe|winrm.exe,MFA unavailable|ESXi|SAM dump|browse network|create accounts|SSH|modify domain groups|enable trusted hosts,RDP,Yes - Internal only,External Remote Services|Valid Accounts,Data Encrypted for Impact,Yes,19.09,2024-12,1961569,7916,
Canada EST (UTC-5),1-100,ransomware,Akira,2024-12,1,2024-12,2024-12,71865,13418,comped creds,cleared,WinRAR|Advanced IP Scanner,RDP|Edge browser|netsh.exe|PowerShell|net.exe|ping.exe|VMConnect,exposed RDP|MFA unavailable|browse network|create archive|modify firewall rules|deploy VM|reset passwords|easyupload.io|logs missing|logs cleared,,Yes - Internal only,External Remote Services|Valid Accounts,Data Encrypted for Impact|Account Access Removal,Yes,4.28,2024-12,73906,11378,
United States of America,1-100,network breach,,2024-12,6,2024-12,2024-12,332848,153092,brute force attack,retention,Chrome Browser|Adobe Acrobat|pypykatz|Python|EDRSandblast|SharpKatz|RawCopy|hidedump|ShadowDumper,regedit.exe|outlook.exe|RDP|MSBuild|pcaui.exe|csc.exe|svchost.exe|mmc.exe|wf.msc|cmd.exe|xcopy.exe|ProcDump,vulnerable VPN|store passwords in plaintext|logs missing|add device to Central|delete devices from central|browse network|music folder|delete files|SAM dump|vulnerable signed driver,,Yes - Internal only,External Remote Services|Valid Accounts,Data Manipulation,No evidence,,,,,
Singapore,101-250,network breach,,2024-12,14,2024-12,2024-12,686356,,comped creds,,AnyDesk|Advanced Port Scanner|mimikatz,RDP|PowerShell|PsExec|helppane.exe,MFA unavailable|install service|malicious scripts,vpn login|AnyDesk|OpenSSH|Set-ExecutionPolicy unrestricted|mmc.exe|modify firewall rules|Advanced IP Scanner|mimikatz,Yes - Internal only,External Remote Services|Valid Accounts,No Impact,No evidence,,,,,
Brazil,101-250,ransomware,Fog,2024-12,2,2024-12,2024-12,173759,9085,comped creds,,Rclone|Advanced Port Scanner|Python|AnyDesk,RDP|PowerShell|esentutl.exe|WmiPrvSE.exe|PsExec|WMI,MFA unavailable|browse network|ESXi|pass the hash|SSH|install service|disable protection,,Yes - Internal only,External Remote Services|Valid Accounts,Data Encrypted for Impact,Yes,35.8,2024-12,178020,4825,
Turks and Caicos Islands,1001-3000,ransomware,Black Suit,2024-12,14,2024-12,,,,unprotected host,,WinSCP,RDP|vssadmin.exe,unprotected systems|remote encryption|EDR killer|delete Shadow Copy|delete files|eol systems,,Yes - Internal only,Drive-by Compromise,Data Encrypted for Impact|Inhibit System Recovery|Data Manipulation,No evidence,,,,,
United States of America EST (UTC-5),101-250,network breach,,2024-12,0,2024-12,2024-12,1206,4003,comped creds,,Firefox Browser|SoftEther VPN|7zip|Impacket/wmiexec|Python,RDP|cmd.exe|netstat.exe|findstr.exe|ipconfig.exe|mstsc.exe|DCSync|control.exe|net.exe|query.exe|time.exe|WMI,MFA unavailable|install service|modify registry|disable restricted admin,,Yes - Internal only,External Remote Services|Valid Accounts,No Impact,No evidence,,,,,
Canada EST (UTC-5),1-100,ransomware,Akira,2024-12,1,2024-12,2024-12,71362,5380,comped creds,,OpenSSH|CloudFlared|ShareFinder|strongSwan VPN|OpenVPN|Sophos Connect,RDP|PowerShell|netsh.exe|icacls.exe,MFA unavailable|easyupload.io|browse network|disable protection|add exclusions|disable firewall|modify file and dir permissions|delete backups|delete files,,Yes - Internal only,External Remote Services|Valid Accounts,Data Encrypted for Impact|Inhibit System Recovery|Data Manipulation,Yes,16.46,2024-12,72874,3868,
India,251-500,network breach,,2024-12,5,2024-12,,,,exploit vulnerability,not configured,SophosUninstall.exe,sqlservr.exe|cmd.exe|del.exe|xp_cmdshell|PowerShell|curl.exe|copy.exe|ping.exe|whoami.exe|tasklist.exe|netstat.exe|reg.exe|net.exe|netsh.exe|sc.exe|nslookup.exe|wget.exe|conhost.exe,logs missing|vulnerable systems|remove protection|delete files|modify registry|enable RDP|create accounts|reset passwords|modify local groups|modify firewall rules,,No,Exploit Public-Facing Application,Data Manipulation|Account Access Removal,Possible,,,,,
United States of America EST (UTC-5),101-250,network breach,,2024-12,5,2024-12,,,,brute force attack,,TeamViewer|MeshAgent,RDWeb|RDP|cmd.exe|net.exe|mstsc.exe|sethc.exe|pushd.exe|systeminfo.exe|nltest.exe|ping.exe|PowerShell|w3wp.exe,MFA unavailable|exposed RDP|dump SPN hashes,,Yes - Both,External Remote Services|Valid Accounts,No Impact,No evidence,,,,,
Spain,101-250,network breach,,2024-12,0,2024-12,2024-12,0,3616,unprotected host,,Impacket/wmiexec|Python,DCSync|cmd.exe|net.exe|rundll32.exe|del.exe|nltest.exe|ping.exe|ipconfig.exe|quser.exe|PowerShell|hostname.exe|dnscmd.exe|RDP|tasklist.exe|findstr.exe|echo.exe|WMI,eol systems|delete files|start services|install service|malicious scripts,,Yes - Internal only,unknown,Data Manipulation,No evidence,,,,,
India,101-250,network breach,,2024-12,1,2024-12,,,,brute force attack,,GotoHTTP|mimikatz|Notepad++|nmap,PowerShell|w3wp.exe|sqlservr.exe|whoami.exe|cmd.exe|net.exe|iisreset.exe|icacls.exe|reg.exe|sc.exe|ipconfig.exe|ping.exe|notepad.exe|smss.exe|hostname.exe|attrib.exe|taskkill.exe|rundll32.exe,MFA unavailable|enable xp_cmdshell|install service|create accounts|modify local groups|stop services|malicious scripts|modify file and dir permissions|modify registry|wdigest enabled|SAM dump,,No,External Remote Services|Valid Accounts,Service Stop,No evidence,,,,,
Canada EST (UTC-5),1-100,network breach,,2024-08,147,2024-12,,,,brute force attack,,PC Hunter|PowerTool|SophosZap|All-In-One Password Recovery Pro|SoftPerfect Network Scanner,msiexec.exe,exposed RDP|MFA unavailable,,Yes - External only,External Remote Services|Valid Accounts,No Impact,No evidence,,,,,
Italy,101-250,network breach,,2024-12,0,2024-12,,,,brute force attack,,Chrome Browser|Impacket/wmiexec|Python,RDWeb|RDP|ipconfig.exe|cmd.exe|net.exe|nltest.exe|ping.exe|certutil.exe|qwinsta.exe|logoff.exe|time.exe|Edge browser|whoami.exe|WMI,MFA unavailable|exposed RDP|vulnerable systems|SOCKS proxy,,Yes - Both,External Remote Services|Valid Accounts,No Impact,No evidence,,,,,
United States of America EST (UTC-5),101-250,network breach,,2024-12,0,2024-12,2024-12,1210,8838,phishing,not configured|cleared,ScreenConnect|SoftPerfect Network Scanner|Impacket|Python|Level RMM,QuickAssist.exe|Edge browser|cmd.exe|reg.exe|expand.exe|rundll32.exe|RDP|cscript.exe|Task Scheduler|ping.exe|wsmprovhost.exe|OneDriveStandaloneUpdater.exe|winrm.exe|msiexec.exe|mmc.exe|dnsmgmt.msc|winrs.exe|time.exe|echo.exe|notepad.exe|OpenConsole.exe|wevtutil.exe|copy.exe|MS Teams,logs missing|modify registry|malicious scripts|delete files|create scheduled task|logs cleared|dump browser creds|browse network,,Yes - Internal only,Phishing,Data Manipulation,No evidence,,,,,
